User ID,Train Count,Val Count,Test Count,Train ASINs,Val ASINs,Test ASINs
AG3FVTSD7ISLKALIPY24IVJCCDTA,5,1,1,"B07SV4HTMC, B0713VF172, B07PCSRSND, B0855L611L, B089RLLT5C",B08C24Q6LB,B08DXCVRNY
AFZIHXLLRIZYAZDRCGC3Z4DYUMQQ,8,1,1,"B0914JBBTV, B088LWRYJC, B07DKRK8ZW, B088M5P8FN, B08BZ1RHPS, B08BLX72TP, B07PZ8JNWJ, B08TR1MKHD",B085RS26YH,B0998BD871
AFSQYNVKFMP3WWNXTFTNBFNU3EOA,12,1,1,"B087F14JSH, B08BYKQS9S, B085QDWHQJ, B086W18W1W, B08DHZW3LK, B07YNDWRCB, B086N136NH, B07PCGSFGQ, B088TXBCB5, B08N9RT9YD, B08HRNPNR5, B08NJ5BTWG",B09473GGM4,B09HMXY36F
AH23OXTW7BKRZ3YB6JBQGFB3SMIQ,5,1,1,"B086VK22QT, B08L3J4FB9, B08B3TCMSQ, B0876VC4KM, B088LPYXNQ",B085TFXLH1,B08S2LYN64
AFUWF5DARSSBPDLHSY67Q3LCI54Q,13,1,1,"B088X2WPTX, B0BC273JJR, B08C24Q6LB, B083122WRC, B0888CX245, B08N6CLJ6P, B08JZD8HN4, B08NTD1NM1, B08GKVYS1Y, B08SQ31H8P, B08PTZL95G, B08F79Z1Q5, B08R3F946X",B093H28PD4,B09571TNVG
AG644AQBRT56BVFDCJMISCNTSRMA,3,1,1,"B07TLMZL3T, B081M5R5L5, B0713VF172",B089CSR3KF,B07SY7WPS4
AHO7CJSLW22GMWPFB35V3L4OFUYQ,6,1,1,"B0837K9W6P, B08D6PPL42, B088NVJSJT, B086VK22QT, B08C72C56Z, B0876VC4KM",B07FP2C8N8,B08HZ5Y8RY
AGK5FHPJXPI75CVFCUKFFKLIF3VQ,7,1,1,"B088M5P8FN, B07THLR7RR, B08BS3WDPJ, B00O2FGBJS, B08GJJ5RV9, B08C2T24WG, B085SY4WC3",B08PTZL95G,B08QHP717Z
AFGGRGHGHSFKMZASFBYFRHBBEOPA,11,1,1,"B0859CYSTM, B0BTJ6SYKB, B088M5P8FN, B088NVJSJT, B085MCMZLX, B00O2FGBJS, B08CL46XNM, B08CVCLVS2, B086VRRD99, B0863FZFPV, B08NJ5BTWG",B07SLFWZKN,B09C5NQSC5
AG2V56KGC2Y3VNKPON3W56ZGFOFA,4,1,1,"B088TGQFNM, B08HCMNLKD, B08BLX72TP, B08KJF6Y6C",B08BKWLHYP,B09571TNVG
AEKNMPUXBMNMHDYWMLKOUTEY3LYA,3,1,1,"B08H4SYXR4, B08GYJY8F2, B07NPCT6L5",B08LPGZMQK,B08BS3WDPJ
AEIGRLFPH5Z3EQ73Z23CJ3WX6R6A,5,1,1,"B07ZQRX7FX, B07M9D3WYW, B087J3H22J, B08GS1G9BH, B07HVRP37G",B08N6YHQXT,B096YHL82K
AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,5,1,1,"B07TLMZL3T, B086VYKNDF, B0842BXM5M, B09L33VJCL, B085TFXLH1",B08HGZXLP6,B08VDCWKHV
AEKV4Q3JUQTQA2UR7PH7QLUHUTTQ,4,1,1,"B08575Y9V3, B0BTJ6SYKB, B089R7S73D, B08HXQ3T9K",B08HDG9F44,B09BKK8G76
AFB3QHU3MOWSWQ7ISC5I7JISKQVQ,6,1,1,"B087F14JSH, B08BYKQS9S, B08GJJ5RV9, B087PJ121M, B08HGZXLP6, B07L9H27SH",B09GNXK3N1,B08YNR839W
AGYVC7KVHP2AWM7BDCEYNHFA6F3Q,28,1,1,"B0BG6WX4DH, B07PHWX88W, B0859CYSTM, B085NYYLQ8, B07DFNPVSF, B08BZ1RHPS, B08CL46XNM, B08DXLRTSB, B08GJJ5RV9, B08H4SYXR4, B08YJV9YL2, B081MQD52C, B07NPCT6L5, B07MZT83KK, B08L3J4FB9, B08KWN77LW, B08P7PSMRR, B07YS9W97B, B083B67373, B08SQZ1B3W, B01MSF13T1, B08NJ5BTWG, B07RBSLNFR, B01M24DUXH, B01MA3LXIL, B096S4RQNH, B083PXJBVY, B09FNTZFZZ",B09G3KBK7Y,B09KX5N1DR
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,6,1,1,"B085RQKWNF, B08FBHNBP1, B08C72C56Z, B08BB3P4VQ, B08C37KWRR, B08HCMNLKD",B0994HWXVV,B09SH1FD9S
AHWCZ47A7FIYEJ7KEJG3BO3F5YXQ,3,1,1,"B07J1LYVHC, B07VGBBNTH, B0837K9W6P",B082MDFNZM,B07JGD2T2J
AG7WXYJR3N3IOL7NX6QUZJUPBVDA,4,1,1,"B086SSHLWT, B088FBNQXW, B08DK5D9J5, B08JCX3DL7",B09FNTZFZZ,B0B4MR9BXN
AE5GH4VM5Q5HNUL4EOAYRLNB7RVA,5,1,1,"B086W18W1W, B093H28PD4, B09BJM95J7, B09571TNVG, B09LWV3HH2",B09NFQ69KT,B0BVQQ58G8
AE5IMGWRBJA7JQFBQTBK25HDYGVA,12,1,1,"B00O2FGBJS, B085J354CL, B085J24382, B07M9D3WYW, B08KWN77LW, B08PVH18Z6, B08L4HTQ3R, B083B67373, B09GNXK3N1, B08NJ5BTWG, B08BKWLHYP, B08W4WQMNM",B083PXJBVY,B09KYJJ3D5
AF4XCHGF2AJ4S2MV22Y7KOUJFZPQ,7,1,1,"B08BRS98SF, B07P4LLZS6, B07DFNPVSF, B08BS3WDPJ, B08KGVBW41, B07D5FBFQ4, B08C37KWRR",B08DK74M1P,B08GYJY8F2
AERJSFYTGI6ACY5VSOYQ5RAN6QFQ,5,1,1,"B087G54FLM, B087GB8ZRF, B085RQKWNF, B087FTZSZH, B08DHZW3LK",B08B3SJNL5,B07ZJX5MNJ
AF2AJZ2KIDH4QJSOXBKCFGAZITGA,3,1,1,"B09L33VJCL, B089CSR3KF, B089ZQ8Y95",B08HGZXLP6,B0B8SFDJN9
AESWZGOSDDULZ2TWG6GLDEU2X5JA,4,1,1,"B07MMW5654, B07M9D3WYW, B07MN1KJ15, B08BFH35VX",B0845LNDJK,B08CC6YRLJ
AFPQJSBCMEKL3PT54KPROBQ2TAXA,7,1,1,"B087Z9X39L, B08BRS98SF, B085QDWHQJ, B089ZQ8Y95, B08C72C56Z, B08B3TCMSQ, B085TFXLH1",B08J7R5HHX,B08DHZW3LK
AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_1,12,1,1,"B07TLMZL3T, B07J1LYVHC, B07PHWX88W, B07Z3NRMBS, B07X8W7GJZ, B0837K9W6P, B07Z4CVTRP, B07RM722DH, B087D7MVHB, B07YG4PRTN, B089YGZZYP, B08P4YQ3K5",B08XJWLLKQ,B0BTJ6SYKB
AEXPTZ272HHG2KO2JAGU5IL45HIQ,3,1,1,"B08575Y9V3, B07P4LLZS6, B08L3J4FB9",B08GYJY8F2,B08KWN77LW
AFY3DF5ZXFAWH5ADLZPJYCW2IM2Q,3,1,1,"B087D7MVHB, B087GD4BJ1, B07DFNPVSF",B08BS3WDPJ,B08T7GPT1D
AEH7RAIDBU7QALXTMWAA73PTL4JA,20,1,1,"B085NYYLQ8, B083BGJ4P9, B08DXZ5VXB, B0851QJPZY, B08YJV9YL2, B08DK74M1P, B081MQD52C, B0B2L218H2, B083B67373, B08N9RT9YD, B08KWN77LW, B0895XPZNT, B08NJ5BTWG, B08S1LWF9V, B08SG2MBRY, B08RRSPNWV, B0949MJRHK, B08RYN11N9, B0919R1CYT, B08P2DZB4X",B0912BNP4J,B09G3KBK7Y
AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,9,1,1,"B07LCHCD6Q, B07VGBBNTH, B0844X21MJ, B07ND4HPHT, B07ZQRX7FX, B07MMW5654, B08693T3XR, B07ZS3DKL5, B086ST4W1C",B08BFH35VX,B0851QJPZY
AFDNVPMB44ZS5O2CSJTL47BI2QTQ,3,1,1,"B088X2WPTX, B07YL4485K, B07D5FBFQ4",B08PTZL95G,B08RY6S25W
AFJOKSJE3KPYSUXT6TCKRRD4RO2Q,4,1,1,"B08YJV9YL2, B08GJJ5RV9, B08GS1G9BH, B08P7PSMRR",B08KJF6Y6C,B08N6YHQXT
AHVS5I6ROMNPROYEMWTCCLR6WP6A,4,1,1,"B088PYN4VM, B081MQD52C, B07YNDWRCB, B08SQZ1B3W",B08MC3ZLV4,B09JLSCTR3
AHV6QCNBJNSGLATP56JAWJ3C4G2A,11,1,1,"B07NPWK167, B07SW7D6ZR, B07WNBZQGT, B082NKQ4ZT, B083TLNBJJ, B087D7MVHB, B088FBNQXW, B085NYYLQ8, B08BZ1RHPS, B0B2L218H2, B08HXQ3T9K",B08KWN77LW,B0BTJ6SYKB
AF3SRSVEGKHPRSWJ5G4GDUILTOYA,3,1,1,"B088X2WPTX, B0841WQNNZ, B08B3SJNL5",B08Q3F3L7S,B09C5NQSC5
AEMRAZPNN2NBBUDV4YGGYMGPFC6A,5,1,1,"B07SV4HTMC, B07XVNJFNF, B07Z4CVTRP, B07SW7D6ZR, B0BTJ6SYKB",B084ZHP45Y,B0844X21MJ
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,5,1,1,"B01N7A5AGF, B08QHP717Z, B08SQ31H8P, B0895XPZNT, B0863FZFPV",B086VRRD99,B0919R1CYT
AHPG65LKS3QKRWDUWAKZNLEK5RZQ_1,21,1,1,"B08DNCR582, B087J3H22J, B08DK5D9J5, B08GMC48QF, B089D16BWJ, B08PVH18Z6, B08QVJ4NVD, B08NTD1NM1, B07YV9J2YZ, B07T4LKC4D, B07PBWVV5K, B0895XPZNT, B086N2SY91, B086Q2J3F2, B08MT8L5ZL, B0977LVHF8, B0994HWXVV, B08K2V6WGH, B095C1WF44, B08HDG9F44, B084WP4XS8",B09C5NQSC5,B08N5NDVGH
AHBWH2LBU3NFLD46GKJKIBAHKXEQ,14,1,1,"B088TGQFNM, B08BLKFGND, B08C72C56Z, B08DK74M1P, B07PZ8JNWJ, B07SY7WPS4, B08GS1G9BH, B089D16BWJ, B08JZD8HN4, B08KT7FCYY, B08PVH18Z6, B07T4LKC4D, B083B67373, B08CZ5JZMZ",B08NC4378M,B08XZDXTG2
AEVFWS7JFEKHYDZKH4SI5YDSNGJQ,3,1,1,"B07VGBBNTH, B08BRS98SF, B07D5FBFQ4",B09671G4KH,B09KYJJ3D5
AHDVSLWHSORYGG3S5QZMVDFNOXUQ,9,1,1,"B088NVJSJT, B08BFH35VX, B00O2FGBJS, B07FP2C8N8, B08BYK8SKR, B08BZ1RHPS, B07Z548TKH, B085QDWHQJ, B08DNCR582",B08NPBQR9L,B08K8P7LN6
AGAVFN7CIWVLIDLJSMFNLJWNEDUQ,4,1,1,"B07HR754WV, B07PCSRSND, B08879N2W3, B0885W8GCL",B088NVJSJT,B085RQKWNF
AF4P6A3SEKS2HCISWAKFZVIFM7NQ,7,1,1,"B086W18W1W, B0888CX245, B088LPYXNQ, B08DRBZNZJ, B08L6GXY2S, B07PZ8JNWJ, B08LPGZMQK",B09473GGM4,B09G3KBK7Y
AHMZDG7TLXFO6H5RPWEX6PX6EN5A,3,1,1,"B08BFH35VX, B08BZ1RHPS, B085ZRVDKP",B07THLR7RR,B07DFNPVSF
AHG5KKQMMZJA46LDH73IZ4QUHYXA,5,1,1,"B08BZ1RHPS, B085J354CL, B089YGZZYP, B088TXBCB5, B08N9RT9YD",B08BKWLHYP,B0932Z1NM1
AFZSVK7P23M2B7GYUYU7TQIHCGFA_1,3,1,1,"B089RLLT5C, B08MPK4JRB, B08KT7FCYY",B08MRRNL18,B08RY6S25W
AFNACT4MLU243POBVE666TFVUPGQ,4,1,1,"B086ST4W1C, B07VDCD17L, B08KJF6Y6C, B09671G4KH",B0941YDPSW,B0B4MR9BXN
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,23,1,1,"B07KXM94BT, B07LCHCD6Q, B0837K9W6P, B081ZN3TD5, B07VGBBNTH, B08C72C56Z, B086XH7BWW, B08G83G24X, B08HMLXW65, B08KT7FCYY, B08P7PSMRR, B08HGZXLP6, B08N9RT9YD, B08JTNQFZY, B08QHP717Z, B09GNXK3N1, B08YNR839W, B08LPGZMQK, B09473GGM4, B0919R1CYT, B08T7GPT1D, B095CG2ZV1, B092M5K59T",B08N5NDVGH,B08HVRP54L
AHYOSWORVZFXM5QMRIAW3JTTFFIQ,10,1,1,"B08BY91SGT, B08G149DSD, B08MPK4JRB, B08L6GXY2S, B08HZ5Y8RY, B08F4ZDVZQ, B08XJWLLKQ, B089NJG212, B08SBV6Z57, B083PXJBVY",B09NFQ69KT,B0BVQQ58G8
AHSV4TYSAX52BIHH7PLZRD44KZHA,11,1,1,"B08GJJ5RV9, B085SY4WC3, B085TFXLH1, B08CVCLVS2, B08HZ5Y8RY, B08G4Y4SFV, B08P15TB2V, B08GKVYS1Y, B08NC4378M, B0895FHBVG, B08S3B8Y5G",B08W8LKLHB,B09BKK8G76
AECIT3NMW6RKABFS6YOCYX4YUYOQ,3,1,1,"B085SY4WC3, B08CVCLVS2, B08LYT4Q2X",B08N6YHQXT,B08S3B8Y5G
AH5ONINJRNZ674DXUMV4RMYIFYVQ,5,1,1,"B07SV4HTMC, B087D7MVHB, B0859CYSTM, B086MN4SRX, B07HVRP37G",B08TR1MKHD,B092M5K59T
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,13,1,1,"B07Z4CVTRP, B08BB3P4VQ, B08DXZ5VXB, B086N136NH, B07YNDWRCB, B08KWN77LW, B08SQZ1B3W, B01MSF13T1, B08S1LWF9V, B08RRSPNWV, B01M24DUXH, B08QVJ4NVD, B08P2DZB4X",B0BVQQ58G8,B0B4MR9BXN
AG4D44BNNLUEZNG7COK2CNRYUHYQ,22,1,1,"B081632HX6, B07Z4CVTRP, B082DXHTX8, B082MDFNZM, B07RM722DH, B07VQR3W3Z, B083J1Y349, B0855L611L, B087D7MVHB, B0885W8GCL, B086JN17SK, B0851C4YPC, B082VYX7G8, B087ZQK2G8, B08FBHNBP1, B08MPK4JRB, B08NPBQR9L, B08KY7VYDS, B08P15TB2V, B08QKXY1KN, B0949MJRHK, B08W8LKLHB",B092M5K59T,B09TTC9Q9W
AE5ESL52LWWBJTSFOAXSFZA3XCGQ,24,1,1,"B08BZ1RHPS, B07D5FBFQ4, B0851QJPZY, B08G5YVHQP, B08KGVBW41, B0851T7HDS, B07NPCT6L5, B08LYT4Q2X, B08KJF6Y6C, B07PZ8JNWJ, B085TFXLH1, B08L3J4FB9, B086TS3BKQ, B07T4LKC4D, B07W1WJZFG, B08SQZ1B3W, B08VKQY815, B08WF29DM9, B08S1LWF9V, B08NJ5BTWG, B08VQY1Z1S, B08QVJ4NVD, B08XQYZWCS, B08SG2MBRY",B08RRSPNWV,B08SBV6Z57
AFDYIK3FNPY2JFBQYUWC6GSBMIRQ_2,6,1,1,"B07HVRP37G, B08LG68MGH, B086Q2J3F2, B08S2LYN64, B01N7A5AGF, B07L9H27SH",B0863FZFPV,B085RS26YH
AEPY4UJP6QEKT5DBCY2QYMAFMMAQ,3,1,1,"B087F14JSH, B085QDWHQJ, B08JPKXJMV",B08KJF6Y6C,B08W8LKLHB
AGWF6BTLJVQQ2N2R5PKNJOLY65GQ,13,1,1,"B088TYPM71, B088ZVSLYP, B088LWRYJC, B088PYN4VM, B08DXLRTSB, B08DXZ5VXB, B08DXCVRNY, B08F4ZDVZQ, B0B2L218H2, B01M24DUXH, B08QKXY1KN, B08RYN11N9, B08TB3DZ1D",B005AL5H9S,B09SH1FD9S
AEQ7D7IDDUFNPOL4VDSXWZPIWKUQ,4,1,1,"B08BZ1RHPS, B08YJV9YL2, B081MQD52C, B086N136NH",B08J7R5HHX,B08HMLXW65
AEJU3Z6HDAERETMYI2CXBQVPPDFA,14,1,1,"B08CL46XNM, B08J7R5HHX, B087PJ121M, B08DKFV9SR, B08QFGV5ZQ, B08HQSK576, B08KWN77LW, B086Q2J3F2, B08LG68MGH, B08RQZ3F3L, B08S2LYN64, B07FPS2VFK, B08PLFZB89, B085RS26YH",B0998BD871,B09KX5N1DR
AGJMUGA3ZLDJXI7HMYAZXXISE3UQ,3,1,1,"B08DKFV9SR, B08HZ5Y8RY, B08QFGV5ZQ",B08P15TB2V,B088TXBCB5
AGGAEZZTJZWEGLEMKXW5NTNXH7VQ,4,1,1,"B089KBMST6, B07YL4485K, B081D2R47W, B08D6PPL42",B08GC5GSNG,B08G149DSD
AF4T3AQXLGSWBXPJV3RI2DBPEYUA,11,1,1,"B07D5FBFQ4, B08BB3P4VQ, B08DXZ5VXB, B0876VC4KM, B0841WQNNZ, B089NJG212, B08HGZXLP6, B07YV9J2YZ, B08L4HTQ3R, B07SLFWZKN, B08VQY1Z1S",B08XQYZWCS,B08XZDXTG2
AHUIIYUMY5OXQWRECL5JEK4AITBA,5,1,1,"B0885W8GCL, B07ZJX5MNJ, B088FBNQXW, B089RLLT5C, B08B3SJNL5",B08BYK8SKR,B087PJ121M
AFESFBY7EYJMQNKR572SZFAAET5Q,7,1,1,"B085NYYLQ8, B07ZQRX7FX, B07THLR7RR, B08H4SYXR4, B08GYJY8F2, B08YNR839W, B08P2DZB4X",B08TB3DZ1D,B09SH1FD9S
AESI2BA4YODTHOSRFLJCSTAM6XDQ,12,1,1,"B07ZQRX7FX, B07YL4485K, B087J3H22J, B08BF4BKKM, B08BS3WDPJ, B087F14JSH, B07M9D3WYW, B08C24Q6LB, B08GC5GSNG, B08DRBZNZJ, B08DK74M1P, B08CVTNQP1",B089NJG212,B096YHL82K
AHTLWVDXSMG5YMVMEIWWOU6XBZMA,5,1,1,"B076DBLG1K, B07VG2W8TT, B082DXHTX8, B086VYKNDF, B08C72C56Z",B08XZDXTG2,B09G22586Y
AELHYMCYVS6T35HA3UH5UGFWTK6Q,3,1,1,"B08C2T24WG, B08VJ7CZW3, B09C5NQSC5",B09JLSCTR3,B09G3KBK7Y
AFO6QRJE7PPMBY2P66V2FPKJUIEA,4,1,1,"B07HR754WV, B087GD4BJ1, B0851T7HDS, B08KJF6Y6C",B087PJ121M,B0912BNP4J
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,8,1,1,"B089R7S73D, B081D2R47W, B087ZQK2G8, B08BF4BKKM, B0841WQNNZ, B08G5YVHQP, B08NTD1NM1, B08CVTNQP1",B08S3B8Y5G,B0998BD871
AGZUJTI7A3JFKB4FP5JOH6NVAJIQ_1,26,1,1,"B08BZ1RHPS, B087PJ121M, B08HCMNLKD, B08MPK4JRB, B08CVCLVS2, B08JZD8HN4, B0895XPZNT, B08SJKR877, B08PTZL95G, B08P4YQ3K5, B07L9H27SH, B07SLFWZKN, B08QHP717Z, B08CZ5JZMZ, B08W4WQMNM, B0863FZFPV, B07FPS2VFK, B0949MJRHK, B086N2SY91, B08VJ7CZW3, B091GG4N2X, B085RS26YH, B0932Z1NM1, B08WCQWP3T, B083PXJBVY, B0912BNP4J",B09G22586Y,B09TTC9Q9W
AEV4UO43YIZXLNB4E64KWRJ3ACXQ,12,1,1,"B015A5DGG4, B08C24Q6LB, B086SSHLWT, B08B3SJNL5, B089QR2Y5B, B088ZVSLYP, B08BS3WDPJ, B086GST51S, B08HQSK576, B0895XPZNT, B07YV9J2YZ, B08XJWLLKQ",B08W4WQMNM,B0919R1CYT
AHMG3ALUBE3FEBHODTBHP5J24YDA,3,1,1,"B07J3GH1W1, B083TLNBJJ, B07W397QG4",B07ZJX5MNJ,B09G22586Y
AGFAOH3NMW2D7YV3QVZSTXMTSKIQ,12,1,1,"B08DK5D9J5, B08MPK4JRB, B08DK74M1P, B08KJF6Y6C, B0841WQNNZ, B087PJ121M, B08F4ZDVZQ, B08BLX72TP, B08JCX3DL7, B08S3B8Y5G, B07W1WJZFG, B0998BD871",B09GVHT2D3,B0B8SFDJN9
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,8,1,1,"B07NPWK167, B07J1LYVHC, B07RM722DH, B07ZS3DKL5, B07P4LLZS6, B08575Y9V3, B07DFNPVSF, B08C71WBLC",B08H4SYXR4,B08PVH18Z6
AFNCHMAKUAJOGVCKOA4XGLINHPDQ,13,1,1,"B08B3SJNL5, B08C24Q6LB, B088TGQFNM, B08693T3XR, B0888CX245, B0876VC4KM, B08DK74M1P, B0841WQNNZ, B08DHZW3LK, B085QDWHQJ, B08MRRNL18, B08NC4378M, B084WP4XS8",B08LPGZMQK,B08RYN11N9
AE53TOMIUB7ENP3RD44KDAARU6AQ,3,1,1,"B07MN1KJ15, B07MMW5654, B088GWCVVJ",B07P4LLZS6,B0B8SFDJN9
AFSHXT5PTGDSFW2725SDXIE6ZVEA,4,1,1,"B0BG6WX4DH, B0B2L218H2, B08Q3F3L7S, B08TR1MKHD",B09G3KBK7Y,B08HVRP54L
AGQXRXHIEUGJU6KNUPNWMXYBRREA,7,1,1,"B07J3GH1W1, B07HN1L8NQ, B088X2WPTX, B089CSF11Y, B086MN4SRX, B089ZQ8Y95, B00O2FGBJS",B0845LNDJK,B07DFNPVSF
AG73BVBKUOH22USSFJA5ZWL7AKXA,61,1,1,"B07R3BMYBG, B076DBLG1K, B081M5R5L5, B07J1LYVHC, B07PHWX88W, B07NPWK167, B081632HX6, B082VKPJV5, B081ZN3TD5, B07VGBBNTH, B07SV4HTMC, B07PCSRSND, B07RM722DH, B015A5DGG4, B0914JBBTV, B07W397QG4, B0855L611L, B07ZS3DKL5, B07MN1KJ15, B082VYX7G8, B085ZRVDKP, B07DFNPVSF, B086W18W1W, B088GWCVVJ, B08C37KWRR, B088TGQFNM, B08DXZ5VXB, B08G5YVHQP, B08KGVBW41, B08DHZW3LK, B081MQD52C, B08C71WBLC, B07NPCT6L5, B08L6GXY2S, B089NJG212, B08HRNPNR5, B08HZ5Y8RY, B07PBWVV5K, B08KWN77LW, B07W1WJZFG, B088TXBCB5, B08P7PSMRR, B08N6CLJ6P, B01N7A5AGF, B08RQZ3F3L, B08LG68MGH, B08NTD1NM1, B08SQZ1B3W, B08GKVYS1Y, B08SJKR877, B08VKQY815, B08S1LWF9V, B08WF29DM9, B07RBSLNFR, B08VQY1Z1S, B084WP4XS8, B08BKWLHYP, B08SG2MBRY, B08P2DZB4X, B0949MJRHK, B08MC3ZLV4",B08SBV6Z57,B083PXJBVY
AEV7Q27IHW3CU2NGA5NMHVHTLIAQ,3,1,1,"B07KXM94BT, B07J3GH1W1, B07MMW5654",B08C71WBLC,B08WCQWP3T
AEFU6XKGH6J4ZIYTVVBGEDUCTZHQ,3,1,1,"B08C24Q6LB, B08BY9P4HR, B086GST51S",B089KBMST6,B09BKK8G76
AFSKPY37N3C43SOI5IEXEK5JSIYA,5,1,1,"B07J3GH1W1, B07W397QG4, B07KG1TWP5, B08JTNQFZY, B07SLFWZKN",B07RBSLNFR,B08P2DZB4X
AHALZ7AKVAVL7QEVBCI55JVLGXOQ,5,1,1,"B07PHWX88W, B07VQR3W3Z, B0914JBBTV, B07RM722DH, B0813ZQG3T",B08HXQ3T9K,B088PYN4VM
AGCGQWDEGSGIIT7AZZ7RGY5ZU74Q,17,1,1,"B085NYYLQ8, B085ZRVDKP, B08BB3P4VQ, B08KGVBW41, B08LYT4Q2X, B08HGZXLP6, B08J7R5HHX, B08P15TB2V, B09GNXK3N1, B08HRNPNR5, B08KY7VYDS, B08GMC48QF, B01M24DUXH, B08XJWLLKQ, B08R3F946X, B08T7GPT1D, B08N6CLJ6P",B092M5K59T,B09473GGM4
AHY37H4JF643FXWO3USRK3VSFFQA,3,1,1,"B087GB8ZRF, B086GST51S, B088LPYXNQ",B07SY7WPS4,B08GC5GSNG
AH36N5HJJQCBDAURJUTFAIB4GRFA,3,1,1,"B0914JBBTV, B07ZQRX7FX, B07ZS3DKL5",B07MN1KJ15,B08N9RT9YD
AGLW4RPFGBKWE3FBZBEP2JWUIOCA,4,1,1,"B088LWRYJC, B0BC273JJR, B085RQKWNF, B087G54FLM",B086GST51S,B08B3SJNL5
AG7JCEMC64AM7JPATDVGP6YZOTXA,11,1,1,"B07HN1L8NQ, B0885W8GCL, B0855L611L, B07DKRK8ZW, B07YG4PRTN, B081D2R47W, B08BY9P4HR, B089CSF11Y, B08B5FJMHM, B07D5FBFQ4, B08CC6YRLJ",B07W1WJZFG,B08MRRNL18
AHTOPAM4UMS6AZRFWMBBXWNYYEVQ,4,1,1,"B08F7877DC, B0841WQNNZ, B08SG2MBRY, B08LPGZMQK",B095C1WF44,B09GVHT2D3
AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,3,1,1,"B0BG6WX4DH, B07R3BMYBG, B087F14JSH",B086Q2J3F2,B09SH1FD9S
AEOTWG667CGEIHYH33COIX53Y25Q,5,1,1,"B082NKQ4ZT, B088LWRYJC, B086VK22QT, B08BXVJMRY, B083122WRC",B00O2FGBJS,B095C1WF44
AHT7TDFPRBZE3GH7RFKCPSCEAR5Q,3,1,1,"B08BY91SGT, B088LWRYJC, B08P15TB2V",B083122WRC,B08PLFZB89
